MeanNoTarget,ModalType,Responses,factive,genre,gold_label,sentence1,sentence2,uID,restrict,SuperGLUE_split,Verb,Embedding,environment,mean.noT,sd.noT,EmbedPredID,VerbID,Context,Verb_raw,MatSubjLemma,MatSubjNum,MatSubjPer,MatTense,VerbID_w_context
1.5,CI,"1, 2, 1, 3, 2, 2, 3, 1",no,BNC,entailment,Part of it was to be compulsorily purchased . You could say that Gustave was shepherded into creative retreat at Croisset by epilepsy . You could also say he was driven there by the railway .,Gustave was driven to creative retreat in Croisset by the railway,BNC-1047,True,train,say,modal,modal,1.5,2.0,6,3,Part of it was to be compulsorily purchased. You could say that Gustave was shepherded into creative retreat at Croisset by epilepsy.,say,you,unknown,second,present,27.0
-0.45454545454545503,CI,"3, 2, 1, 1, -2, 1, -2, 3",no,BNC,neutral,"That day it all came out . Constanza tried to follow her out of the hotel - as she was very very upset , my grandmother - but Constanza was too late . You could say that she died of ... moral shock .",the grandmother died of... moral shock,BNC-1048,False,,say,modal,modal,-0.45454545454545503,1.6348477827392,5,2,"That day it all came out. Constanza tried to follow her out of the hotel-as she was very very upset, my grandmother-but Constanza was too late.",say,you,unknown,second,present,35.0
1.3636363636363602,CI,"2, 2, 2, 2, 1, 3, 1, 3",no,BNC,entailment,"Some of them , like for instance the farm in Connecticut , are quite small . If I like a place I buy it . I guess you could say it 's a hobby .",buying places is a hobby,BNC-1049,True,train,say,modal,modal,1.3636363636363602,0.80903983495589,6,4,"Some of them, like for instance the farm in Connecticut, are quite small. If I like a place I buy it.",say,you,unknown,second,present,29.0
1.18181818181818,CI,"2, 3, 2, 2, 3, 3, 3, 2, 3",no,BNC,entailment,When Matt married Inez I was left high and dry . A year later I met a sales rep for an agricultural firm and married him . You could say it was on the rebound but I had no reason to regret it .,the marriage was on the rebound,BNC-1055,True,test,say,modal,modal,1.1818181818181799,1.77866139656663,4,2,When Matt married Inez I was left high and dry. A year later I met a sales rep for an agricultural firm and married him.,say,you,unknown,second,present,29.0
-0.3,EP,"2, 0, 1, 0, 0, 1, 2, -2, 3",no,BNC,neutral,She spoke - more slowly than she had spoken before - and Fatima listened with a concentrated intensity that she never lent to Marie Claire 's requests and detailed instructions . It was evident in all their dealings that no matter how Marie Claire bestirred herself the maids would do things as they had always done them . Now watching her I thought that Fatima might at this girl 's behest change her life her ways and I wondered what she would do if she was hearing that she would find no husband have no children lose her life to Leviathan .,Fatima would find no husband have no children and lose her life to Leviathan,BNC-106,False,,hear,conditional,conditional,-0.3,0.948683298050514,32,28,She spoke - more slowly than she had spoken before - and Fatima listened with a concentrated intensity that she never lent to Marie Claire's requests and detailed instructions. It was evident in all their dealings that no matter how Marie Claire bestirred herself the maids would do things as they had always done them.,hearing,she,singular,third,,86.0
1.18181818181818,CI,"3, 3, 3, 2, 2, 3, 2, 3",no,BNC,entailment,"Look , my dear , I 'm not in my dotage yet , and I know I 'm a grumbler and a complainer . You could say the only form of comfort I ' ve got are my complaints .",the only form of comfort he has are his complaints,BNC-1063,True,train,say,modal,modal,1.1818181818181799,1.16774841624228,12,2,"Look, my dear, I'm not in my dotage yet, and I know I'm a grumbler and a complainer.",say,you,unknown,second,present,26.0
0.545454545454545,CI,"3, 3, 1, 3, 3, 2, 2, 3, 1",no,BNC,entailment,I should think that just about everyone was having a go at everyone else by the time it ended . But I suppose you could say that it was a war that needed fighting .,it was a war that needed fighting,BNC-1066,True,test,say,modal,modal,0.545454545454545,0.8201995322647241,8,5,I should think that just about everyone was having a go at everyone else by the time it ended.,say,you,unknown,second,present,25.0
0.545454545454545,AB,"2, 2, 3, 3, 3, -2, 2, 2",yes,BNC,entailment,"Then the silence in the Zoo became complete . Woil stared around him and then suddenly with a push of his wings raised himself into the air , turned , and landed ten feet away on the back of a green bench . Creggan could see that he was afraid and that his fear was making him terribly uncertain .",Woil was afraid,BNC-1068,True,train,see,modal,modal,0.545454545454545,1.6949121725703895,5,2,"Then the silence in the Zoo became complete. Woil stared around him and then suddenly with a push of his wings raised himself into the air, turned, and landed ten feet away on the back of a green bench.",see,Creggan,singular,third,present,45.0
0.2,AB,"3, 3, 1, 3, 3, 2, 2, 3",yes,BNC,entailment,The car engine roared again and the red car moved off but it did n't go far . Stuart 's Mum was reversing out of her space and her car was blocking the way . Stuart could see that the red car was going to turn back .,the red car was going to turn back,BNC-1069,True,test,see,modal,modal,0.2,1.3984117975602002,8,2,The car engine roared again and the red car moved off but it didn't go far. Stuart's Mum was reversing out of her space and her car was blocking the way.,see,Stuart,singular,third,present,37.0
-2.0833333333333304,,"2, 1, 2, -1, 0, 3, 3, 2",no,BNC,entailment,Harvey thinks very highly of you and you 'll be a great comfort to him . Terrible way for young Judd to die . It 'll help Harvey if he hears his son did n't suffer none .,Harvey's son didn't suffer at all,BNC-107,False,,hear,conditional,conditional,-2.0833333333333304,0.9003366373785201,11,6,Harvey thinks very highly of you and you 'll be a great comfort to him. Terrible way for young Judd to die.,hears,he,singular,third,future,30.0
1.77777777777778,AB,"3, 1, 3, 2, 3, 3, 2, 3",yes,BNC,entailment,"He opened the door and smiled because a good - looking woman was arriving to keep a date . Sophie sat down at Pascoe 's table and said , `` I thought I 'd find you here . '' He could see that something had happened .",something had happened,BNC-1070,True,test,see,modal,modal,1.77777777777778,1.39443337755679,6,2,"He opened the door and smiled because a good-looking woman was arriving to keep a date. Sophie sat down at Pascoe's table and said, ``I thought I 'd find you here.''",see,he,singular,third,present,41.0
0.9090909090909092,AB,"3, 2, 3, 3, 3, 3, 3, 3",yes,BNC,entailment,"But , of course , that just was n't possible . Her disappointment over Jonathan , which had driven her to France in the first place , had been relegated somewhere to the back of her mind . Now in retrospect she could see that marriage to him would have been a ghastly mistake and that her reaction to discovering that he had been seeing other women while he had been engaged to her had had far more to do with wounded pride than with a wounded heart .",marriage to Jonathan would have been a ghastly mistake,BNC-1071,True,train,see,modal,modal,0.9090909090909092,1.300349603341,12,5,"But, of course, that just wasn't possible. Her disappointment over Jonathan, which had driven her to France in the first place, had been relegated somewhere to the back of her mind.",see,she,singular,third,present,43.0
1.4,EP,"3, 3, 3, 2, 1, 0, 1, 3, 2",yes,BNC,entailment,Like now . The Community in Knockglen would defend Eve vociferously . Even some of the Sisters here in Dublin might see that the girl had a point .,the girl had a point,BNC-1074,True,train,see,modal,modal,1.4,1.3498971154211101,13,9,Like now. The Community in Knockglen would defend Eve vociferously.,see,some of the sisters,plural,third,future,21.0
0.916666666666667,AB,"3, 3, 3, 2, 3, 3, 2, 3",yes,BNC,entailment,"They were all the same , all noise and sparrow shit , and if the man only knew the idiot scene he cut ... `` My fire exploded . '' The fight had fled the Major . His hands hung simply by his trouser pockets ungloved and Rudakov could see that they trembled .",the Major's hands trembled,BNC-1075,True,test,see,modal,modal,0.916666666666667,1.31137217055151,15,12,"They were all the same, all noise and sparrow shit, and if the man only knew the idiot scene he cut... ``My fire exploded.'' The fight had fled the Major.",see,Rudakov,singular,third,present,49.0
-0.9090909090909092,AB,"3, 3, 3, 2, 2, 1, 3, 3, 3",yes,BNC,entailment,"Roman settled them at one of the small tables in a garden at the side of the yard at the Crowned Head . He summoned a girl , who seemed mesmerised by his virile look , and ordered lager for them both . `` I need something stronger than coffee '' he said and Claudia could see that he was under considerable strain .",Roman was under considerable strain,BNC-1077,True,test,see,modal,modal,-0.9090909090909092,1.22102788293679,16,13,"Roman settled them at one of the small tables in a garden at the side of the yard at the Crowned Head. He summoned a girl, who seemed mesmerised by his virile look, and ordered lager for them both.",see,Claudia,singular,third,present,56.0
-0.181818181818182,AB,"2, 3, 3, 3, 3, 3, 3, 3",yes,BNC,entailment,"`` They have to be crushed , Bobkins ! '' So saying , she marched off down the gravel path , making the kind of crunching noise Robert had thought could only be produced by the BBC sound - effects department . As they rounded the edge of the building he could see that behind the house was a vast garden .",behind the house was a vast garden,BNC-1080,True,train,see,modal,modal,-0.18181818181818202,1.4709304414677,15,10,"``They have to be crushed, Bobkins!'' So saying, she marched off down the gravel path, making the kind of crunching noise Robert had thought could only be produced by the BBC sound-effects department.",see,he,singular,third,present,52.0
-0.7,AB,"3, 0, 2, 3, 2, -1, 3, 1",yes,BNC,entailment,Or Alexandra ? He rather thought not . It was not something he had considered much before now but he could see that outstanding looks could be more of a curse than a blessing .,outstanding looks could be more of a curse than a blessing,BNC-1082,False,,see,modal,modal,-0.7,1.82878222991269,18,13,Or Alexandra? He rather thought not.,see,he,singular,third,present,21.0
0.0,AB,"0, 1, 3, 3, 3, 1, 3, 3",yes,BNC,entailment,The women were much easier to supervise and hold . So he refused to accept Dule in exchange . Kit ordered Ariel brought so that the islanders could see she was as well as could be expected and recovering from the wound to her thigh .,Ariel was as well as could be expected,BNC-1083,True,test,see,modal,modal,0.0,1.5,17,9,The women were much easier to supervise and hold. So he refused to accept Dule in exchange.,see,islander,plural,third,present,28.0
-0.2,AB,"3, 3, 1, 3, 0, 2, 3, 2, 3",yes,BNC,entailment,`` Do you mind if I use your phone ? '' Ronni could see that Guido 's brain was whirring .,Guido's brain was whirring,BNC-1086,True,train,see,modal,modal,-0.2,1.03279555898864,8,2,``Do you mind if I use your phone?'',see,Ronni,singular,third,present,13.0
-0.818181818181818,AB,"3, 3, 3, 3, 3, 3, 2, 3",yes,BNC,entailment,"It grew bigger with incredible speed , she was whizzing towards it . She must slow down or she 'd miss it . She took her foot off the accelerator and put it on the brake and as the car slowed she could see now that it was a child a toddler with a red woolly hat on .",it was a child,BNC-1087,True,dev,see,modal,modal,-0.818181818181818,1.16774841624228,24,20,"It grew bigger with incredible speed, she was whizzing towards it. She must slow down or she 'd miss it.",see,she,singular,third,present,43.0
-0.272727272727273,AB,"3, 0, 3, 3, 3, 2, 2, 3",yes,BNC,entailment,"`` Look , lady , give me a break . I just deliver the stuff , I do n't interview it for the Sunday papers . '' He waved the paper at her and even at a distance she could see that it said very little .",the paper said very little,BNC-1089,True,train,see,modal,modal,-0.272727272727273,1.4893561757288998,16,13,"``Look, lady, give me a break. I just deliver the stuff, I don't interview it for the Sunday papers.''",see,she,singular,third,present,40.0
0.3,AB,"3, 2, 2, 2, 3, 3, 2, 1",yes,BNC,entailment,"Alone in the big drawing - room where Annette 's choice of bright fabrics had fought hardest , albeit still without winning against her dead in - laws ' passion for darkpanelled gloom Maxim went straight to the telephone . It was the same old - fashioned type as Miss Tuckey 's and he unscrewed the mouthpiece carefully but found nothing extra inside . Looking around he remembered it was difficult to plant bugs actually inside panelling but even his half - trained eye could see that the elaborate cornices and mouldings gave a myriad opportunities to a good wire man .",the elaborate cornices and mouldings gave a myriad opportunities to a good wire man,BNC-1091,True,test,see,modal,modal,0.3,0.48304589153964794,28,21,"Alone in the big drawing-room where Annette's choice of bright fabrics had fought hardest, albeit still without winning against her dead in-laws ' passion for darkpanelled gloom Maxim went straight to the telephone. It was the same old-fashioned type as Miss Tuckey's and he unscrewed the mouthpiece carefully but found nothing extra inside.",see,eye,singular,third,present,85.0
0.666666666666667,AB,"3, 2, 2, 2, 1, 3, 0, 2, 1",yes,BNC,entailment,"`` You ' ve heard something like that before . Have n't you , Jimmy ? '' Jimmy had been shaken by those sounds more shaken than the others for good reason but Cardiff could see that he was unprepared to show it as he pushed himself away from the reception counter .",Jimmy was unprepared to show he had been shaken,BNC-1092,True,train,see,modal,modal,0.666666666666667,1.4142135623731005,21,18,"``You 've heard something like that before. Haven't you, Jimmy?''",see,Cardiff,singular,third,present,35.0
-0.4,AB,"3, 0, 3, 2, 2, 3, 2, 2",yes,BNC,entailment,The other set being in the pocket of Giovanna 's overall from which she now drew them and held them up making it clear that they would be relinquished only upon her death and then only into the hands of Signor Kettering . What had occurred was quite contrary to the wishes of the padrone who would be outraged if he ever got to hear of it . Despite this disastrous beginning however Giovanna would be there in the morning her own family circumstances permitting and she would be much obliged if the Signora would make sure that her children were up and dressed and the breakfast eaten so that she could see that the house was returned to something like the order which Signor Kettering expected of it .,the house was returned to something like the order which Signor Kettering expected of it,BNC-1093,True,dev,see,modal,modal,-0.4,1.17378779077727,49,44,The other set being in the pocket of Giovanna's overall from which she now drew them and held them up making it clear that they would be relinquished only upon her death and then only into the hands of Signor Kettering. What had occurred was quite contrary to the wishes of the padrone who would be outraged if he ever got to hear of it.,see,she,singular,third,future,112.0
-0.272727272727273,AB,"3, 3, 3, 3, 3, 3, 3, 3",yes,BNC,entailment,"He spoke Maa fluently and he had unrivalled connections . As women do , she probably knew that she had made an impression on him on the two or three occasions they had met at Muthaiga . Claudia could see that locking up a Masai for a crime he did not understand was cruel and inhuman .",locking up a Masai for a crime he did not understand was cruel and inhuman,BNC-1094,True,test,see,modal,modal,-0.272727272727273,1.42062726222673,4,2,"He spoke Maa fluently and he had unrivalled connections. As women do, she probably knew that she had made an impression on him on the two or three occasions they had met at Muthaiga.",see,Claudia,singular,third,present,39.0
0.0909090909090909,AB,"3, 2, 3, 3, 2, 3, -2, 3",yes,BNC,entailment,"It was Alan 's idea . He made a sour kind of joke out of it , that they must wait until their wedding night . Carolyn agreed because she could see he meant it although she did n't understand why .",Alan meant it,BNC-1095,True,train,see,modal,modal,0.0909090909090909,1.8140862964338504,7,5,"It was Alan's idea. He made a sour kind of joke out of it, that they must wait until their wedding night.",see,she,singular,third,present,31.0
-0.05,AB,"3, 3, 3, 3, 3, 3, 3, 3",yes,BNC,entailment,"Biddy was right . In London , I did some serious thinking . I could see that my character had not improved since I had heard about my expectations .",his character had not improved since he had heard about his expectations,BNC-1099,True,dev,see,modal,modal,-0.05,1.39453821823042,8,2,"Biddy was right. In London, I did some serious thinking.",see,I,singular,first,present,15.0
-0.272727272727273,AB,"3, 1, 3, 3, 3, 3, 3, 3, 3",yes,BNC,entailment,It was dark and well stormy by the time I got to the Aurora Corona Rest Home and the residents were probably battened down for the night . I parked Armstrong on the road and walked down the short drive to the impressive Gothic porch around the front door . That at least had a light showing and at first I thought the rest of the building was in total darkness but as I crunched gravel and got closer I could see they used extra thick curtains maybe left - overs from the Blackout .,the residents used extra thick curtains,BNC-1100,True,test,see,modal,modal,-0.272727272727273,1.42062726222673,33,31,It was dark and well stormy by the time I got to the Aurora Corona Rest Home and the residents were probably battened down for the night. I parked Armstrong on the road and walked down the short drive to the impressive Gothic porch around the front door.,see,I,singular,first,present,81.0
0.3,AB,"3, 2, 3, 3, 3, 3, 3, 3, -2",yes,BNC,entailment,"And if anyone had noticed , maybe I could have just tossed the whole matter off in a casual way . `` Oh , that ... it 's nothing much ... '' No , it 's too easy to forget that something which I hardly ever think about now was then a very great concern . I was aware what could happen I could see that any weakness was pounced upon by the other boys and I knew that I was n't big enough or belligerent enough to bully my way out of it .",any weakness was pounced upon by the other boys,BNC-1101,True,test,see,modal,modal,0.3,1.33749350984926,13,8,"And if anyone had noticed, maybe I could have just tossed the whole matter off in a casual way. ``Oh, that... it's nothing much...'' No, it's too easy to forget that something which I hardly ever think about now was then a very great concern.",see,I,singular,first,past,64.0
0.7777777777777779,AB,"3, 2, 3, 3, 1, 3, 3, 3",yes,BNC,entailment,"During that pause I realized that Mala had not been offered a seat , nor any food or drink . The Emissary and his people were behaving as if she simply was n't there . I could see that she was scowling and stiffening into a Mark 2 temper so I gave her an encouraging smile - which raised her as I expected to a Mark 3 .",Mala was scowling and stiffening into a Mark 2 temper,BNC-1102,True,dev,see,modal,modal,0.7777777777777779,0.833333333333333,6,2,"During that pause I realized that Mala had not been offered a seat, nor any food or drink. The Emissary and his people were behaving as if she simply wasn't there.",see,I,singular,first,present,37.0
-0.6,AB,"3, 3, 2, 2, 3, 3, 3, 3",yes,BNC,entailment,`` I think he ought to know about this . '' The ex - soldier said and started to rise . Braden stepped in closer and the ex - soldier looked up almost straight up and you could see then that he was afraid but trying hard not to show it .,the ex-soldier was afraid but trying hard not to show it,BNC-1106,True,test,see,modal,modal,-0.6,1.0749676997731399,21,17,``I think he ought to know about this.'' The ex-soldier said and started to rise.,see,you,unknown,second,present,38.0
2.5,AB,"0, 1, 2, 0, 3, 2, 3, 1, 1",no,BNC,entailment,"She was pouring a cup of tea when the solution came to her . As a member of the editorial collective of Fem Sap , it was part of her job to commission occasional articles . She could ring Jamie and suggest that he write something for it .",Jamie should write something for Fem Sap,BNC-1111,False,,suggest,modal,modal,2.5,0.9258200997725508,8,5,"She was pouring a cup of tea when the solution came to her. As a member of the editorial collective of Fem Sap, it was part of her job to commission occasional articles.",suggest,she,singular,third,future,41.0
0.272727272727273,EP,"0, 1, 1, 3, 0, 2, 0, 1",no,BNC,neutral,"We saw him at the Test matches , congratulating Gooch . But we never really believed that John Major was a sports fan until we saw him on that bleak Sunday afternoon at Stamford Bridge . True it was a televised match and some might suggest that his media advisers were earning their keep but a prime minister who endures 90 minutes of Chelsea has surely earned the benefit of the doubt .",John Major's media advisers were earning their keep,BNC-1114,False,,suggest,modal,modal,0.272727272727273,1.1908743922773,15,9,"We saw him at the Test matches, congratulating Gooch. But we never really believed that John Major was a sports fan until we saw him on that bleak Sunday afternoon at Stamford Bridge.",suggest,some,plural,third,present,45.0
-1.0,AB,"2, 1, 1, 2, 0, 2, 0, 0, 0",no,BNC,neutral,"Emily - she seemed to be her own mistress , despite the grand connections - would surely not refuse an honest offer . Yet he was not , at present , in a position to make one . Perhaps when she had recovered from this encounter he could suggest that they become engaged albeit in an unacknowledged fashion as he could not afford a ring worthy of her .",they should become engaged,BNC-1116,False,,suggest,modal,modal,-1.0,1.30930734141595,13,10,"Emily - she seemed to be her own mistress, despite the grand connections - would surely not refuse an honest offer. Yet he was not, at present, in a position to make one.",suggest,he,singular,third,future,48.0
